student_id,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method
391,21,Non-binary,2,Mechanical Engineering,398.14,320.59,560.67,546.4,249.52,69.2,36.12,104.85,62.86,123.59,93.81,21.43,Mobile Payment App
392,24,Male,4,Design,827.48,840.56,541.7,313.92,119.89,30.8,105.94,67.05,44.83,47.8,83.02,5.15,Cash
393,22,Female,3,Economics,547.08,447.23,328.86,217.48,87.48,98.69,53.48,102.22,89.3,63.3,90.57,16.16,Credit/Debit Card
394,22,Female,3,Law,515.5,816.23,633.22,169.0,275.07,97.13,17.75,180.34,35.11,44.7,6.36,76.41,Mobile Payment App
395,20,Female,1,Psychology,980.85,0.0,578.23,375.11,112.57,84.74,91.26,157.27,52.02,74.47,9.02,47.99,Mobile Payment App
396,24,Female,4,Mechanical Engineering,526.55,715.5,467.15,214.93,127.29,116.84,71.53,58.32,57.16,73.55,37.47,75.9,Cash
397,24,Non-binary,4,Economics,654.07,1409.75,422.25,472.05,301.77,17.21,145.35,125.1,77.32,99.33,94.08,55.25,Cash
398,23,Male,4,Design,827.42,946.71,422.14,515.51,112.95,106.03,130.07,83.81,82.78,58.95,97.8,20.44,Credit/Debit Card
399,21,Non-binary,3,Biology,732.51,315.76,809.6,495.03,189.7,18.56,131.3,166.41,85.24,70.66,41.3,67.29,Credit/Debit Card
400,22,Male,2,Computer Science,549.52,0.0,413.89,420.95,299.63,92.47,73.46,15.2,14.17,96.24,63.02,63.28,Cash
